99bill                 |send.htm                   |快钱接口模板                 |前台显示
taskcount              |show.htm                   |任务显示页面模板             |前台显示
taskcount              |show.js.htm                |任务显示页面JS模板           |前台显示
taskcount              |task.js.htm                |任务发布JS模板               |前台显示
taskcount              |task_config_member.htm     |任务配置管理模板             |会员中心
taskcount              |task_manage.htm            |任务管理模板                 |后台显示
taskcount              |task_member.htm            |任务管理模板                 |会员中心
taskcount              |task_related.htm           |相关任务列表模板             |前台显示
taskcount              |task_space.htm             |空间任务列表模板             |会员空间
taskcount              |taskone_form.htm           |发布任务表单模板             |前台显示
taskcount              |taskrefund_manage.htm      |任务退款申请管理模板         |后台显示
taskcount              |taskreport_manage.htm      |任务举报管理模板             |后台显示
taskcount              |transaction_space.htm      |空间任务交易记录模板         |会员空间
taskcount              |user.htm                   |任务列表用户信息模板         |前台显示





taskgrab               |add.htm                    |添加任务模板                 |前台显示
taskgrab               |addallow_manage.htm        |任务权限模板                 |后台显示
taskgrab               |adddraft.htm               |添加稿件模板                 |前台显示
taskgrab               |addmessage.htm             |添加留言模板                 |前台显示
taskgrab               |addselect_manage.htm       |添加筛选模板                 |后台显示
taskgrab               |allow_manage.htm           |权限管理模板                 |后台显示
taskgrab               |buyer_member.htm           |买家订单管理模板             |会员中心
taskgrab               |buyer_order_info_manage.htm|买家订单信息模板             |后台显示
taskgrab               |buyer_order_manage.htm     |买家订单管理模板             |后台显示
taskgrab               |category.htm               |列表右上分类模板             |前台显示
taskgrab               |comment.htm                |点评模板                     |前台显示
taskgrab               |comment_manage.htm         |点评管理模板                 |后台显示
taskgrab               |config_manage.htm          |配置模板                     |后台显示
taskgrab               |copyright_manage.htm       |应用版权模板                 |后台显示
taskgrab               |credit.htm                 |评价模板                     |会员中心
taskgrab               |draft.htm                  |稿件显示模板                 |前台显示
taskgrab               |draft_manage.htm           |稿件管理模板                 |后台显示
taskgrab               |draft_member.htm           |稿件管理模板                 |会员中心
taskgrab               |draft_space.htm            |稿件空间显示模板             |会员空间
taskgrab               |edittask_manage.htm        |编辑任务模板                 |后台显示
taskgrab               |edittask_member.htm        |编辑任务模板                 |会员空间
taskgrab               |feed.htm                   |任务列表动态右栏模板         |前台显示
taskgrab               |file.htm                   |文件显示列表                 |前台显示
taskgrab               |increase_member.htm        |任务加价                     |会员中心
taskgrab               |list.htm                   |任务列表                     |前台显示
taskgrab               |message.htm                |任务留言列表                 |前台显示
taskgrab               |message_manage.htm         |任务留言管理列表             |后台显示
taskgrab               |message_manage.htm         |任务留言管理列表             |后台显示
taskgrab               |project.htm                |任务发布项目列表             |前台显示
taskgrab               |refund_member.htm          |退款模板                     |会员中心
taskgrab               |repotr.htm                 |举报模板                     |前台显示
taskgrab               |select_manage.htm          |筛选管理模板                 |前台显示
taskgrab               |seller_member.htm          |卖家订单管理模板             |会员中心
taskgrab               |seller_order_info_manage.htm|卖家订单信息管理模板        |后台显示
taskgrab               |seller_order_manage.htm    |卖家订单管理模板             |后台显示
taskgrab               |sellorder_member.htm       |卖家订单管理模板             |会员中心
taskgrab               |settask_member.htm         |任务设置管理模板             |会员中心
taskgrab               |show.htm                   |任务显示页面模板             |前台显示
taskgrab               |show.js.htm                |任务显示页面JS模板           |前台显示
taskgrab               |task.js.htm                |任务发布JS模板               |前台显示
taskgrab               |task_config_member.htm     |任务配置管理模板             |会员中心
taskgrab               |task_manage.htm            |任务管理模板                 |后台显示
taskgrab               |task_member.htm            |任务管理模板                 |会员中心
taskgrab               |task_related.htm           |相关任务列表模板             |前台显示
taskgrab               |task_space.htm             |空间任务列表模板             |会员空间
taskgrab               |taskone_form.htm           |发布任务表单模板             |前台显示
taskgrab               |taskrefund_manage.htm      |任务退款申请管理模板         |后台显示
taskgrab               |taskreport_manage.htm      |任务举报管理模板             |后台显示
taskgrab               |transaction_space.htm      |空间任务交易记录模板         |会员空间
taskgrab               |user.htm                   |任务列表用户信息模板         |前台显示



sellerservice          |add.htm                    |添加任务模板                 |前台显示
sellerservice          |addallow_manage.htm        |任务权限模板                 |后台显示
sellerservice          |adddraft.htm               |添加稿件模板                 |前台显示
sellerservice          |addmessage.htm             |添加留言模板                 |前台显示
sellerservice          |addselect_manage.htm       |添加筛选模板                 |后台显示
sellerservice          |allow_manage.htm           |权限管理模板                 |后台显示
sellerservice          |buyer_member.htm           |买家订单管理模板             |会员中心
sellerservice          |buyer_order_info_manage.htm|买家订单信息模板             |后台显示
sellerservice          |buyer_order_manage.htm     |买家订单管理模板             |后台显示
sellerservice          |category.htm               |列表右上分类模板             |前台显示
sellerservice          |comment.htm                |点评模板                     |前台显示
sellerservice          |comment_manage.htm         |点评管理模板                 |后台显示
sellerservice          |config_manage.htm          |配置模板                     |后台显示
sellerservice          |copyright_manage.htm       |应用版权模板                 |后台显示
sellerservice          |credit.htm                 |评价模板                     |会员中心
sellerservice          |draft.htm                  |稿件显示模板                 |前台显示
sellerservice          |draft_manage.htm           |稿件管理模板                 |后台显示
sellerservice          |draft_member.htm           |稿件管理模板                 |会员中心
sellerservice          |draft_space.htm            |稿件空间显示模板             |会员空间
sellerservice          |edittask_manage.htm        |编辑任务模板                 |后台显示
sellerservice          |edittask_member.htm        |编辑任务模板                 |会员空间
sellerservice          |feed.htm                   |任务列表动态右栏模板         |前台显示
sellerservice          |file.htm                   |文件显示列表                 |前台显示
sellerservice          |increase_member.htm        |任务加价                     |会员中心
sellerservice          |list.htm                   |任务列表                     |前台显示
sellerservice          |message.htm                |任务留言列表                 |前台显示
sellerservice          |message_manage.htm         |任务留言管理列表             |后台显示
sellerservice          |message_manage.htm         |任务留言管理列表             |后台显示
sellerservice          |project.htm                |任务发布项目列表             |前台显示
sellerservice          |refund_member.htm          |退款模板                     |会员中心
sellerservice          |repotr.htm                 |举报模板                     |前台显示
sellerservice          |select_manage.htm          |筛选管理模板                 |前台显示
sellerservice          |seller_member.htm          |卖家订单管理模板             |会员中心
sellerservice          |seller_order_info_manage.htm|卖家订单信息管理模板        |后台显示
sellerservice          |seller_order_manage.htm    |卖家订单管理模板             |后台显示
sellerservice          |sellorder_member.htm       |卖家订单管理模板             |会员中心
sellerservice          |settask_member.htm         |任务设置管理模板             |会员中心
sellerservice          |show.htm                   |任务显示页面模板             |前台显示
sellerservice          |show.js.htm                |任务显示页面JS模板           |前台显示
